movie_id,title,genre,budget_million,director_score,runtime_minutes,cast_popularity,release_month,marketing_spend,is_sequel,box_office_hit
50,Movie_50,Romance,233.24,1.46,96,63.85,8,88.39,0,0
51,Movie_51,Sci-Fi,116.74,5.89,129,62.08,10,20.92,1,0
52,Movie_52,Romance,207.64,5.72,109,92.69,4,22.81,1,0
53,Movie_53,Drama,78.16,4.03,98,20.77,6,61.91,0,0
54,Movie_54,Thriller,249.77,4.82,139,85.3,12,98.96,1,1
55,Movie_55,Sci-Fi,183.33,1.47,130,76.4,5,23.76,0,0
56,Movie_56,Thriller,232.78,8.11,174,70.54,5,50.67,0,0
57,Movie_57,Fantasy,143.67,6.05,95,39.58,3,4.24,0,0
58,Movie_58,Action,69.5,1.19,120,76.56,6,9.0,0,0
59,Movie_59,Drama,129.34,9.18,99,78.3,5,95.46,0,0
60,Movie_60,Horror,115.06,6.23,163,98.53,7,90.38,0,0
61,Movie_61,Drama,100.48,1.72,124,60.06,5,42.13,1,0
62,Movie_62,Sci-Fi,64.44,2.24,108,23.72,8,95.91,0,0
63,Movie_63,Horror,227.99,2.04,88,88.84,3,58.89,0,0
64,Movie_64,Action,26.82,2.25,114,90.79,10,77.8,0,0
65,Movie_65,Sci-Fi,266.38,2.1,127,76.84,8,94.66,1,1
66,Movie_66,Comedy,53.33,7.46,115,50.33,12,80.58,0,0
67,Movie_67,Thriller,293.98,5.91,115,16.92,2,41.56,1,0
68,Movie_68,Action,296.55,2.33,150,97.4,4,2.59,0,0
69,Movie_69,Thriller,120.12,9.32,177,1.52,6,18.79,1,0
70,Movie_70,Romance,296.36,0.12,139,99.74,3,85.02,1,1
71,Movie_71,Comedy,260.85,6.86,130,39.0,3,96.35,1,1
72,Movie_72,Comedy,25.65,5.43,137,13.33,10,39.24,0,0
73,Movie_73,Action,284.25,5.31,170,50.72,6,14.99,0,0
74,Movie_74,Comedy,13.71,5.51,85,37.64,9,82.46,0,0
75,Movie_75,Horror,55.39,4.87,88,4.68,11,59.86,0,0
76,Movie_76,Comedy,175.79,9.46,154,69.7,5,79.43,0,0
77,Movie_77,Thriller,25.14,6.19,117,26.79,5,84.56,0,0
78,Movie_78,Thriller,49.36,4.59,165,93.97,2,79.31,0,0
79,Movie_79,Sci-Fi,286.09,8.6,119,6.48,11,84.76,1,1
80,Movie_80,Thriller,298.41,8.9,122,40.99,12,61.92,1,1
81,Movie_81,Sci-Fi,239.64,7.74,114,99.88,4,59.5,1,1
82,Movie_82,Thriller,155.05,5.74,121,84.57,3,67.95,1,1
83,Movie_83,Horror,270.19,0.43,131,33.93,1,1.53,1,0
84,Movie_84,Fantasy,34.46,9.1,121,9.15,5,35.12,0,0
85,Movie_85,Sci-Fi,282.92,8.18,161,7.02,9,58.85,0,1
86,Movie_86,Drama,106.11,9.34,176,77.26,11,3.85,0,0
87,Movie_87,Romance,258.59,1.35,93,28.42,11,49.92,0,0
88,Movie_88,Action,200.84,9.61,155,15.62,4,59.16,1,0
89,Movie_89,Thriller,288.12,9.66,124,18.96,6,70.05,0,1
90,Movie_90,Comedy,259.54,4.53,109,63.34,8,48.56,1,0
91,Movie_91,Fantasy,266.48,0.74,89,32.84,10,60.86,1,0
92,Movie_92,Thriller,189.89,6.22,101,43.21,5,76.62,0,0
93,Movie_93,Comedy,250.11,6.26,135,51.18,10,62.59,0,0
94,Movie_94,Romance,227.38,5.31,85,46.12,7,43.41,0,0
95,Movie_95,Romance,49.33,3.28,141,23.16,12,71.27,0,0
96,Movie_96,Romance,194.93,0.72,137,21.17,12,24.82,0,0
97,Movie_97,Comedy,45.3,5.62,153,92.44,11,66.14,0,0
98,Movie_98,Thriller,260.97,3.14,142,2.91,4,34.73,1,0
99,Movie_99,Romance,20.72,1.0,115,96.5,9,74.86,1,0
100,Movie_100,Horror,296.13,1.9,90,44.75,5,78.91,0,0
101,Movie_101,Sci-Fi,120.79,7.91,178,52.92,7,47.05,1,0
102,Movie_102,Comedy,52.02,8.06,173,73.33,2,30.56,1,0
103,Movie_103,Comedy,280.77,7.68,117,44.77,11,35.77,1,0
104,Movie_104,Thriller,14.58,0.76,109,98.66,11,30.12,1,0
105,Movie_105,Comedy,141.56,1.11,106,27.19,1,92.85,0,0
106,Movie_106,Comedy,231.3,2.33,169,39.45,2,49.95,0,0
107,Movie_107,Romance,95.71,9.79,143,69.8,8,80.59,0,0
108,Movie_108,Thriller,159.12,2.75,106,73.78,6,52.49,1,0
109,Movie_109,Romance,210.42,9.35,158,6.2,5,64.96,0,0
110,Movie_110,Sci-Fi,285.64,6.59,125,7.21,9,55.64,0,1
111,Movie_111,Fantasy,31.71,0.27,172,58.98,5,84.1,1,0
112,Movie_112,Sci-Fi,48.01,4.87,112,11.98,12,65.42,0,0
113,Movie_113,Fantasy,153.15,8.36,98,78.37,8,54.73,1,0
114,Movie_114,Romance,126.12,0.64,142,34.15,11,54.61,0,0
115,Movie_115,Sci-Fi,123.83,6.1,144,59.79,4,81.54,1,0
116,Movie_116,Thriller,89.79,3.2,87,1.61,4,14.12,0,0
117,Movie_117,Action,168.64,2.0,175,44.32,6,61.21,0,0
118,Movie_118,Romance,265.1,5.28,143,83.58,5,21.59,1,0
119,Movie_119,Fantasy,49.12,7.96,164,17.21,4,7.31,1,0
120,Movie_120,Horror,65.37,7.79,124,81.54,11,42.32,0,0
121,Movie_121,Fantasy,201.58,1.74,81,4.42,9,83.35,0,0
122,Movie_122,Horror,17.8,3.48,80,91.85,9,19.2,0,0
123,Movie_123,Comedy,202.46,3.48,161,38.35,12,64.31,1,0
124,Movie_124,Sci-Fi,95.02,8.24,138,0.3,10,92.03,0,1
125,Movie_125,Horror,108.0,4.96,114,25.63,1,85.23,1,0
126,Movie_126,Fantasy,122.26,3.75,86,12.4,10,15.72,0,0
127,Movie_127,Comedy,105.53,8.05,136,77.06,10,33.53,1,0
128,Movie_128,Action,252.52,8.91,84,46.16,10,59.57,1,1
129,Movie_129,Thriller,283.87,3.24,150,49.09,10,7.33,1,0
130,Movie_130,Thriller,164.86,9.85,111,98.8,9,86.86,1,0
131,Movie_131,Thriller,174.98,5.36,167,26.8,8,27.58,1,0
132,Movie_132,Horror,22.07,0.62,178,98.55,4,66.17,0,0
133,Movie_133,Action,214.24,3.66,165,45.93,2,46.71,0,0
134,Movie_134,Horror,175.65,5.44,121,77.48,2,16.12,0,0
135,Movie_135,Sci-Fi,16.07,8.26,100,0.5,4,63.57,0,0
136,Movie_136,Horror,60.33,7.09,144,34.9,11,56.06,0,0
137,Movie_137,Action,61.38,2.0,134,86.26,5,47.68,0,0
138,Movie_138,Action,52.12,4.24,94,41.93,10,19.34,1,0
139,Movie_139,Sci-Fi,197.94,0.98,106,74.56,8,34.43,1,0
140,Movie_140,Action,278.6,8.77,155,98.5,12,68.57,0,1
141,Movie_141,Fantasy,229.13,0.04,100,9.79,3,71.16,0,0
142,Movie_142,Action,143.73,2.61,91,35.74,3,83.42,0,0
143,Movie_143,Thriller,121.81,7.62,179,87.01,10,13.62,1,0
144,Movie_144,Fantasy,116.55,0.22,116,17.48,2,84.9,1,0
145,Movie_145,Fantasy,180.77,7.21,110,69.22,2,20.67,0,0
146,Movie_146,Sci-Fi,108.41,6.54,148,25.27,12,1.66,0,0
147,Movie_147,Drama,68.61,4.45,175,76.5,4,77.43,0,0
148,Movie_148,Drama,181.25,1.41,168,4.35,10,95.99,1,0
149,Movie_149,Action,117.82,3.09,154,85.91,1,53.52,1,0
150,Movie_150,Fantasy,5.22,1.99,164,86.05,8,22.39,1,0
151,Movie_151,Drama,7.65,0.06,169,11.15,7,81.56,0,0
152,Movie_152,Drama,82.97,3.68,145,61.2,10,40.6,1,0
153,Movie_153,Action,154.21,9.02,127,3.09,5,26.59,1,0
154,Movie_154,Drama,106.92,4.8,122,80.28,10,3.85,1,0
155,Movie_155,Horror,8.19,6.01,99,76.65,12,44.79,0,0
156,Movie_156,Comedy,67.72,9.41,80,54.18,1,88.29,1,0
157,Movie_157,Sci-Fi,29.83,4.51,87,4.79,6,56.62,1,0
158,Movie_158,Comedy,284.64,5.83,121,60.97,1,29.62,1,0
159,Movie_159,Action,94.54,0.92,82,17.71,3,40.75,0,0
160,Movie_160,Thriller,5.42,1.34,132,62.68,10,75.21,1,0
161,Movie_161,Sci-Fi,198.51,5.84,125,72.42,7,5.68,1,0
162,Movie_162,Action,70.5,0.48,131,85.42,1,84.72,1,0
163,Movie_163,Fantasy,170.45,0.36,132,38.99,11,53.92,0,0
164,Movie_164,Thriller,46.07,1.05,159,87.18,6,14.74,1,0
165,Movie_165,Comedy,295.22,2.33,153,62.36,1,10.33,1,0
166,Movie_166,Action,291.11,0.98,125,70.35,1,74.71,0,0
167,Movie_167,Fantasy,197.14,2.56,119,98.25,6,58.07,0,0
168,Movie_168,Sci-Fi,212.45,7.39,133,0.04,8,61.33,1,1
169,Movie_169,Sci-Fi,128.34,4.16,93,64.07,9,25.19,1,0
170,Movie_170,Romance,288.69,6.64,158,97.66,3,46.69,0,0
171,Movie_171,Fantasy,127.7,7.65,83,70.69,4,28.29,1,0
172,Movie_172,Horror,72.6,3.28,178,1.5,3,17.72,1,0
173,Movie_173,Drama,35.5,8.94,172,88.99,4,39.03,0,0
174,Movie_174,Thriller,63.23,8.62,148,80.75,6,23.42,0,0
175,Movie_175,Fantasy,172.09,4.13,89,45.16,8,63.44,1,0
176,Movie_176,Romance,74.28,8.25,100,86.24,12,29.14,1,0
177,Movie_177,Drama,196.62,3.37,121,60.01,11,54.78,1,0
178,Movie_178,Drama,115.27,7.23,178,44.25,9,88.06,1,0
179,Movie_179,Action,266.17,9.71,103,65.29,12,8.65,0,0
180,Movie_180,Drama,167.98,3.12,100,98.95,12,61.23,0,0
181,Movie_181,Horror,187.16,5.73,172,79.34,9,37.73,0,0
182,Movie_182,Sci-Fi,167.41,3.6,114,81.64,2,24.85,0,0
183,Movie_183,Romance,265.79,4.97,175,72.64,11,94.94,1,1
184,Movie_184,Drama,19.96,2.18,138,14.94,10,51.8,0,0
185,Movie_185,Action,21.14,4.28,172,81.39,1,29.99,1,0
186,Movie_186,Horror,210.82,6.45,177,64.85,3,68.19,1,0
187,Movie_187,Comedy,230.62,3.45,102,77.89,1,92.05,0,0
188,Movie_188,Sci-Fi,130.64,2.89,97,25.86,3,54.51,1,0
189,Movie_189,Sci-Fi,106.34,3.31,125,93.78,9,86.46,1,0
190,Movie_190,Romance,84.11,3.12,154,66.85,2,87.05,1,0
191,Movie_191,Sci-Fi,71.08,1.6,108,59.72,1,93.91,0,0
192,Movie_192,Drama,273.68,9.06,118,59.15,12,6.3,0,0
193,Movie_193,Action,89.25,9.56,81,16.99,4,35.13,0,0
194,Movie_194,Sci-Fi,194.78,2.65,167,95.5,3,33.35,0,0
195,Movie_195,Sci-Fi,236.34,6.17,85,33.6,7,57.73,0,0
196,Movie_196,Comedy,7.57,3.15,115,65.54,2,79.16,0,0
197,Movie_197,Comedy,11.13,5.8,119,41.21,9,43.83,0,0
198,Movie_198,Thriller,100.61,2.93,164,12.62,11,32.36,0,0
199,Movie_199,Horror,209.11,0.61,152,49.3,6,68.37,1,0
200,Movie_200,Drama,78.98,1.5,92,79.49,9,95.13,0,0
201,Movie_201,Sci-Fi,1.44,5.23,120,72.95,10,46.57,0,0
202,Movie_202,Fantasy,87.16,2.49,129,20.71,6,96.32,0,0
203,Movie_203,Sci-Fi,27.95,4.84,114,78.05,4,13.99,1,0
204,Movie_204,Action,66.6,9.1,167,9.09,6,34.73,1,0
205,Movie_205,Thriller,100.62,0.41,172,86.45,10,63.72,1,0
206,Movie_206,Horror,39.29,8.15,141,11.73,3,32.69,1,0
207,Movie_207,Fantasy,212.2,4.87,151,63.25,4,24.88,1,0
208,Movie_208,Thriller,77.52,1.54,86,10.83,7,24.27,0,0
209,Movie_209,Romance,198.67,2.32,102,87.95,2,68.55,0,1
210,Movie_210,Horror,180.11,9.91,153,76.95,6,55.67,1,0
211,Movie_211,Sci-Fi,269.52,3.48,111,33.56,5,1.78,1,0
212,Movie_212,Sci-Fi,27.29,0.65,87,89.39,7,77.98,1,0
213,Movie_213,Horror,65.17,5.86,164,8.58,1,40.37,1,0
214,Movie_214,Sci-Fi,259.69,1.92,82,45.39,4,11.06,0,0
215,Movie_215,Drama,246.82,8.98,89,15.15,3,50.28,0,0
216,Movie_216,Horror,58.44,3.55,106,28.58,11,98.54,1,0
217,Movie_217,Thriller,33.21,6.18,91,84.49,12,35.01,1,0
218,Movie_218,Horror,257.02,8.52,96,80.76,11,38.75,1,1
219,Movie_219,Fantasy,54.26,9.84,160,64.45,7,8.73,1,0
220,Movie_220,Sci-Fi,261.46,9.58,169,10.11,4,36.42,1,1
221,Movie_221,Drama,288.37,1.12,150,52.38,2,30.5,0,0
222,Movie_222,Drama,67.02,3.38,140,90.18,3,43.31,1,0
223,Movie_223,Romance,252.28,6.43,145,72.05,8,64.38,1,1
224,Movie_224,Thriller,127.73,1.24,95,72.49,12,11.96,1,0
225,Movie_225,Comedy,236.84,3.83,164,29.11,12,9.74,1,0
226,Movie_226,Comedy,122.81,9.5,120,36.52,8,66.21,1,0
227,Movie_227,Horror,22.05,1.91,120,86.81,2,85.13,0,0
228,Movie_228,Romance,214.1,4.97,88,91.35,4,2.47,1,0
229,Movie_229,Action,46.06,0.5,119,70.13,7,7.55,0,0
230,Movie_230,Horror,278.18,6.4,170,27.76,10,95.96,1,1
231,Movie_231,Romance,125.91,5.93,165,49.88,5,50.61,0,0
232,Movie_232,Thriller,25.52,8.35,101,83.12,1,94.94,0,0
233,Movie_233,Thriller,69.32,8.72,144,85.31,7,14.27,0,1
234,Movie_234,Thriller,258.89,2.12,158,0.63,3,39.91,0,0
235,Movie_235,Thriller,97.0,8.59,149,3.73,6,81.62,1,0
236,Movie_236,Thriller,257.04,9.8,119,91.87,2,88.44,1,1
237,Movie_237,Romance,52.51,8.85,105,86.28,12,90.08,1,0
238,Movie_238,Romance,141.0,8.64,164,27.82,6,5.94,1,0
239,Movie_239,Drama,263.6,5.72,113,33.42,12,93.03,0,1
240,Movie_240,Fantasy,15.47,6.55,81,53.24,9,93.85,1,0
241,Movie_241,Comedy,91.98,7.88,85,61.82,8,12.16,0,0
242,Movie_242,Sci-Fi,273.05,1.78,101,4.93,8,12.79,0,0
243,Movie_243,Thriller,179.36,9.77,91,0.83,3,97.15,0,0
244,Movie_244,Action,215.15,2.98,127,31.96,5,20.09,0,0
245,Movie_245,Sci-Fi,252.8,5.15,149,84.73,4,25.22,0,0
246,Movie_246,Romance,157.56,5.48,112,42.75,2,85.17,0,0
247,Movie_247,Action,253.76,8.37,100,31.69,9,89.71,0,0
248,Movie_248,Action,191.99,4.66,81,49.26,9,80.8,0,0
249,Movie_249,Action,206.01,4.14,82,25.79,12,16.84,1,0
250,Movie_250,Drama,46.7,3.54,128,59.37,8,39.71,0,0
251,Movie_251,Romance,281.77,8.84,169,23.3,9,96.72,0,1
252,Movie_252,Action,239.03,8.52,153,21.49,5,68.0,0,1
253,Movie_253,Thriller,77.0,4.29,174,86.21,10,1.46,1,0
254,Movie_254,Horror,174.42,4.16,96,81.39,5,50.83,1,0
255,Movie_255,Action,113.56,1.89,112,57.57,2,32.05,1,0
256,Movie_256,Drama,198.46,5.03,172,63.94,2,19.01,1,0
257,Movie_257,Sci-Fi,298.13,3.4,166,40.12,6,67.71,1,0
258,Movie_258,Romance,14.68,4.06,178,94.14,5,61.29,0,0
259,Movie_259,Fantasy,285.8,1.96,134,62.76,9,21.61,1,0
260,Movie_260,Drama,22.65,6.15,147,63.06,6,44.03,0,0
261,Movie_261,Action,138.77,4.36,169,84.29,7,6.28,1,0
262,Movie_262,Romance,145.15,9.06,101,17.35,5,66.86,1,0
263,Movie_263,Horror,81.35,4.26,138,11.92,6,7.45,0,0
264,Movie_264,Action,170.44,7.88,96,3.61,11,58.61,0,0
265,Movie_265,Drama,250.36,5.95,169,58.33,3,72.68,0,0
266,Movie_266,Comedy,88.89,8.99,150,4.42,5,96.0,0,0
267,Movie_267,Thriller,22.05,8.6,176,76.54,3,27.49,1,0
268,Movie_268,Fantasy,190.05,8.64,120,1.11,10,87.58,0,0
269,Movie_269,Sci-Fi,225.77,9.78,150,42.55,4,87.62,1,1
270,Movie_270,Drama,286.4,1.08,164,98.36,9,1.74,0,0
271,Movie_271,Romance,48.7,2.77,171,22.43,6,44.24,0,0
272,Movie_272,Fantasy,270.51,0.0,112,82.16,4,21.8,1,0
273,Movie_273,Fantasy,145.15,8.06,159,84.3,3,23.92,1,0
274,Movie_274,Fantasy,71.49,6.97,127,80.77,1,80.93,1,0
275,Movie_275,Action,288.86,9.31,137,67.26,4,47.77,0,0
276,Movie_276,Thriller,72.29,7.08,86,59.2,5,87.52,0,0
277,Movie_277,Action,220.3,0.59,106,59.25,2,14.91,1,0
278,Movie_278,Romance,235.68,2.17,130,82.56,6,1.11,1,0
279,Movie_279,Action,129.73,0.93,119,35.76,7,16.61,0,0
280,Movie_280,Comedy,207.31,0.16,97,19.94,7,28.14,0,0
281,Movie_281,Thriller,172.17,2.72,162,4.9,6,54.29,0,0
282,Movie_282,Thriller,58.42,5.79,81,87.07,3,55.05,0,0
283,Movie_283,Romance,228.21,8.71,128,13.01,1,88.93,0,0
284,Movie_284,Sci-Fi,278.48,6.64,86,48.63,3,63.65,1,0
285,Movie_285,Comedy,147.1,1.85,88,88.51,10,15.85,0,0
286,Movie_286,Drama,298.3,4.81,135,72.29,4,29.47,0,0
287,Movie_287,Action,128.96,2.29,160,58.74,6,60.03,1,0
288,Movie_288,Horror,144.44,5.96,127,56.05,9,33.26,1,0
289,Movie_289,Action,202.5,6.0,140,35.71,7,85.95,0,0
290,Movie_290,Fantasy,56.55,3.55,143,84.94,4,57.0,0,0
291,Movie_291,Action,270.68,1.67,148,88.84,10,57.7,1,0
292,Movie_292,Drama,240.58,7.17,153,79.41,6,50.56,0,1
293,Movie_293,Action,261.85,2.99,151,97.02,8,55.75,0,0
294,Movie_294,Comedy,183.26,9.29,162,52.66,12,87.38,0,1
295,Movie_295,Comedy,265.24,3.94,87,97.69,5,31.07,1,0
296,Movie_296,Thriller,204.31,0.08,92,10.18,11,40.48,1,0
297,Movie_297,Romance,153.96,5.4,162,57.47,8,93.96,0,0
298,Movie_298,Sci-Fi,279.61,5.11,161,98.08,9,89.95,0,1
299,Movie_299,Horror,132.48,3.53,90,7.79,7,14.78,1,0
300,Movie_300,Fantasy,150.67,1.3,137,93.02,10,55.42,1,0
301,Movie_301,Action,51.69,6.78,167,61.26,10,12.53,0,0
302,Movie_302,Action,284.35,2.99,131,48.62,11,51.32,1,1
303,Movie_303,Drama,67.09,0.45,136,76.25,10,74.78,1,0
304,Movie_304,Romance,61.22,9.15,133,70.76,11,63.56,1,0
305,Movie_305,Comedy,31.26,1.61,140,30.66,3,60.4,0,0
306,Movie_306,Horror,136.55,1.5,93,9.82,8,62.35,1,0
307,Movie_307,Thriller,82.81,1.46,132,34.23,5,20.19,0,0
308,Movie_308,Comedy,222.49,2.41,107,28.38,9,27.09,0,0
309,Movie_309,Fantasy,92.95,2.32,138,48.07,3,55.48,1,0
310,Movie_310,Romance,216.51,1.39,80,95.0,5,53.09,1,0
311,Movie_311,Fantasy,59.59,7.64,157,43.17,3,72.56,0,0
312,Movie_312,Sci-Fi,69.76,7.23,166,86.31,3,10.07,1,0
313,Movie_313,Thriller,242.05,0.4,92,78.29,9,81.5,1,0
314,Movie_314,Sci-Fi,111.96,1.24,102,62.16,4,53.26,0,0
315,Movie_315,Drama,34.42,7.94,153,24.54,7,63.4,1,0
316,Movie_316,Fantasy,288.46,5.32,125,6.77,7,15.18,1,0
317,Movie_317,Drama,54.04,2.1,171,26.64,11,51.98,1,0
318,Movie_318,Action,45.91,7.9,176,33.68,1,19.69,0,0
319,Movie_319,Sci-Fi,108.16,7.42,151,86.57,3,41.62,1,0
320,Movie_320,Romance,29.59,7.27,122,13.91,9,88.21,0,0
321,Movie_321,Fantasy,47.53,0.85,169,86.86,7,39.2,0,0
322,Movie_322,Horror,254.09,7.53,162,30.15,8,15.21,0,1
323,Movie_323,Thriller,52.28,4.01,85,27.65,2,82.52,0,0
324,Movie_324,Comedy,34.32,2.16,114,99.75,11,88.23,0,0
325,Movie_325,Romance,264.11,4.62,120,5.02,7,24.39,1,0
326,Movie_326,Romance,133.7,2.98,158,84.92,3,62.49,1,0
327,Movie_327,Drama,47.99,8.72,150,56.92,10,16.61,0,0
328,Movie_328,Sci-Fi,174.87,5.16,165,40.67,8,61.37,0,0
329,Movie_329,Fantasy,13.41,6.98,101,22.1,8,96.19,0,0
330,Movie_330,Fantasy,128.79,0.86,141,0.58,1,1.6,1,0
331,Movie_331,Action,177.5,3.16,162,79.74,9,95.82,0,0
332,Movie_332,Action,287.18,6.85,122,5.4,10,34.96,1,0
333,Movie_333,Thriller,98.61,2.8,139,95.02,7,53.25,1,0
334,Movie_334,Drama,229.75,5.75,146,15.46,10,45.26,1,0
335,Movie_335,Romance,40.68,2.78,175,36.3,3,43.02,1,0
336,Movie_336,Fantasy,130.64,2.54,84,31.24,3,32.68,0,0
337,Movie_337,Horror,67.72,2.19,119,69.08,5,8.81,1,0
338,Movie_338,Drama,148.25,2.29,129,27.19,9,69.23,0,0
339,Movie_339,Thriller,125.75,7.47,142,5.05,7,1.47,1,0
340,Movie_340,Thriller,293.96,0.35,119,44.56,12,18.63,0,0
341,Movie_341,Drama,275.33,2.48,159,31.76,5,87.16,0,0
342,Movie_342,Thriller,175.08,9.09,101,13.35,8,85.96,1,0
343,Movie_343,Drama,53.78,3.22,80,30.9,1,30.08,0,0
344,Movie_344,Comedy,167.53,3.79,179,66.62,11,39.13,1,0
345,Movie_345,Drama,237.83,7.89,96,14.29,10,88.09,0,1
346,Movie_346,Sci-Fi,12.37,7.05,87,20.43,1,62.19,1,0
347,Movie_347,Drama,130.77,0.26,135,75.73,5,2.32,0,0
348,Movie_348,Thriller,13.75,1.06,100,25.98,4,98.62,0,0
349,Movie_349,Fantasy,73.94,4.29,164,30.85,4,76.14,1,0
350,Movie_350,Sci-Fi,28.54,5.0,138,91.86,1,30.7,0,0
351,Movie_351,Thriller,288.21,1.66,108,14.22,12,58.74,1,0
352,Movie_352,Action,51.48,2.5,175,91.63,3,92.34,1,0
353,Movie_353,Action,45.88,7.82,82,17.88,7,8.76,0,0
354,Movie_354,Fantasy,291.64,3.89,93,36.86,11,60.22,0,1
355,Movie_355,Fantasy,155.27,7.91,124,87.37,6,18.38,1,0
356,Movie_356,Sci-Fi,227.64,7.47,128,79.02,11,51.83,1,0
357,Movie_357,Comedy,98.87,3.73,101,44.0,3,3.3,0,0
358,Movie_358,Fantasy,160.33,8.4,162,24.92,7,18.45,1,0
359,Movie_359,Action,3.05,6.17,88,75.57,1,36.38,0,0
360,Movie_360,Drama,123.24,0.29,178,76.41,10,28.32,0,0
361,Movie_361,Thriller,166.97,1.96,117,5.8,3,28.1,1,0
362,Movie_362,Action,154.81,2.06,87,96.3,6,18.32,0,0
363,Movie_363,Action,122.34,0.09,129,46.23,1,6.09,0,0
364,Movie_364,Comedy,236.58,6.98,107,20.67,2,0.86,1,0
365,Movie_365,Sci-Fi,150.99,7.19,102,43.46,8,77.41,0,0
366,Movie_366,Sci-Fi,191.2,8.17,108,95.63,8,2.61,0,0
367,Movie_367,Romance,56.2,4.85,159,20.12,6,11.5,0,0
368,Movie_368,Comedy,258.59,3.33,100,32.1,12,86.83,1,0
369,Movie_369,Drama,109.49,6.68,136,49.84,7,39.49,1,0
370,Movie_370,Sci-Fi,145.15,7.53,164,21.91,1,9.94,0,0
371,Movie_371,Thriller,106.31,7.77,169,94.96,11,65.51,1,0
372,Movie_372,Fantasy,267.68,5.2,148,22.49,1,74.76,0,0
373,Movie_373,Comedy,270.32,2.61,110,63.15,3,30.61,1,0
374,Movie_374,Fantasy,68.06,0.92,121,5.0,12,85.13,0,0
375,Movie_375,Action,226.06,4.99,179,61.41,4,17.76,1,0
